"filename", "language", "Properties", "JavaScript", "PHP", "YAML", "Markdown", "JSON", "HTML (Twig)", "SCSS", "CSS", "HTML", "XML", "comment", "blank", "total"
"d:\Expace_Development\Mes_projets\expace-dev\.env", "Properties", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 5, 41
"d:\Expace_Development\Mes_projets\expace-dev\README.md", "Markdown", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Expace_Development\Mes_projets\expace-dev\assets\app.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 24
"d:\Expace_Development\Mes_projets\expace-dev\assets\bootstrap.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 12
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\animate.css\animate.compat.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 5, 0, 7
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\animate.css\animate.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 3693, 0, 0, 26, 354, 4073
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\animate.css\animate.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 5, 0, 7
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\bootstrap-icons\bootstrap-icons.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 1388, 0, 0, 0, 3, 1391
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\bootstrap-icons\bootstrap-icons.json", "JSON", 0, 0, 0, 0, 0, 1372, 0, 0, 0, 0, 0, 0, 0, 1372
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\bootstrap-icons\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5522, 0, 0, 6, 5528
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\boxicons\css\animations.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 354, 0, 0, 0, 32, 386
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\boxicons\css\boxicons.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 5046, 0, 0, 0, 52, 5098
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\boxicons\css\boxicons.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\boxicons\css\transformations.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 6, 31
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\boxicons\fonts\boxicons.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1551, 0, 0, 1551
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\glightbox\css\glightbox.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 822, 0, 0, 8, 113, 943
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\glightbox\css\glightbox.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\glightbox\js\glightbox.js", "JavaScript", 0, 3097, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 597, 3694
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\glightbox\js\glightbox.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\icomoon\fonts\icomoon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 98
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\icomoon\icomoon.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 292, 0, 0, 4, 92, 388
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\isotope-layout\isotope.pkgd.js", "JavaScript", 0, 2198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 830, 536, 3564
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\isotope-layout\isotope.pkgd.min.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 12
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\purecounter\purecounter.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 8
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\swiper\swiper-bundle.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 11, 1, 13
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\swiper\swiper-bundle.min.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1, 14
"d:\Expace_Development\Mes_projets\expace-dev\assets\components\waypoints\noframework.waypoints.js", "JavaScript", 0, 583, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 104, 758
"d:\Expace_Development\Mes_projets\expace-dev\assets\controllers.json", "JSON", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 1, 31
"d:\Expace_Development\Mes_projets\expace-dev\assets\controllers\hello_controller.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 17
"d:\Expace_Development\Mes_projets\expace-dev\assets\navbar-mobile.js", "JavaScript", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 33
"d:\Expace_Development\Mes_projets\expace-dev\assets\styles\_articles.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 421, 0, 0, 0, 3, 92, 516
"d:\Expace_Development\Mes_projets\expace-dev\assets\styles\_auth.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 2, 37
"d:\Expace_Development\Mes_projets\expace-dev\assets\styles\_breadcrumbs.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 9, 59
"d:\Expace_Development\Mes_projets\expace-dev\assets\styles\_button.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 1, 70
"d:\Expace_Development\Mes_projets\expace-dev\assets\styles\_carousel.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 191, 0, 0, 0, 0, 2, 193
"d:\Expace_Development\Mes_projets\expace-dev\assets\styles\_contact.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 30
"d:\Expace_Development\Mes_projets\expace-dev\assets\styles\_dashboard.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 51
"d:\Expace_Development\Mes_projets\expace-dev\assets\styles\_featured.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 52
"d:\Expace_Development\Mes_projets\expace-dev\assets\styles\_footer.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 109
"d:\Expace_Development\Mes_projets\expace-dev\assets\styles\_forms.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 5, 60
"d:\Expace_Development\Mes_projets\expace-dev\assets\styles\_general-section.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 31
"d:\Expace_Development\Mes_projets\expace-dev\assets\styles\_general.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 1, 0, 20
"d:\Expace_Development\Mes_projets\expace-dev\assets\styles\_pagination.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 5, 33
"d:\Expace_Development\Mes_projets\expace-dev\assets\styles\_portfolio-details.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 11, 61
"d:\Expace_Development\Mes_projets\expace-dev\assets\styles\_portfolio.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 0, 19, 156
"d:\Expace_Development\Mes_projets\expace-dev\assets\styles\_procedure.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 3, 0, 30
"d:\Expace_Development\Mes_projets\expace-dev\assets\styles\_statistiques.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 38
"d:\Expace_Development\Mes_projets\expace-dev\assets\styles\_tables.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 45
"d:\Expace_Development\Mes_projets\expace-dev\assets\styles\_testimonials.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 66
"d:\Expace_Development\Mes_projets\expace-dev\assets\styles\_topbar.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 174, 0, 0, 0, 0, 23, 197
"d:\Expace_Development\Mes_projets\expace-dev\assets\styles\app.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 7, 54
"d:\Expace_Development\Mes_projets\expace-dev\composer.json", "JSON", 0, 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 1, 120
"d:\Expace_Development\Mes_projets\expace-dev\composer.lock", "JSON", 0, 0, 0, 0, 0, 10877, 0, 0, 0, 0, 0, 0, 1, 10878
"d:\Expace_Development\Mes_projets\expace-dev\config\bundles.php", "PHP", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25
"d:\Expace_Development\Mes_projets\expace-dev\config\packages\cache.yaml", "YAML", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 13, 5, 20
"d:\Expace_Development\Mes_projets\expace-dev\config\packages\debug.yaml", "YAML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2, 1, 6
"d:\Expace_Development\Mes_projets\expace-dev\config\packages\doctrine.yaml", "YAML", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 4, 5, 45
"d:\Expace_Development\Mes_projets\expace-dev\config\packages\doctrine_migrations.yaml", "YAML", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 1, 7
"d:\Expace_Development\Mes_projets\expace-dev\config\packages\fos_ckeditor.yaml", "YAML", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 3, 17
"d:\Expace_Development\Mes_projets\expace-dev\config\packages\framework.yaml", "YAML", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 6, 4, 26
"d:\Expace_Development\Mes_projets\expace-dev\config\packages\mailer.yaml", "YAML", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"d:\Expace_Development\Mes_projets\expace-dev\config\packages\messenger.yaml", "YAML", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 5, 4, 25
"d:\Expace_Development\Mes_projets\expace-dev\config\packages\monolog.yaml", "YAML", 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 8, 4, 62
"d:\Expace_Development\Mes_projets\expace-dev\config\packages\notifier.yaml", "YAML", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 7, 1, 17
"d:\Expace_Development\Mes_projets\expace-dev\config\packages\reset_password.yaml", "YAML", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
